timestamp,user,ip,query,label
2025-08-20 11:30:28,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (99, 'CS101', 'A');",0
2025-08-20 11:30:29,admin,192.168.1.10,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:30:30,admin,192.168.1.10,SELECT * FROM students WHERE id=46;,0
2025-08-20 11:30:31,student,192.168.1.5,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:30:32,student,192.168.1.10,DROP TABLE students;,1
2025-08-20 11:30:33,teacher,192.168.1.10,SELECT * FROM students WHERE id=489;,0
2025-08-20 11:30:34,student,10.0.0.25,SELECT * FROM students WHERE id=119;,0
2025-08-20 11:30:35,admin,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (231, 'CS101', 'A');",0
2025-08-20 11:30:36,student,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=178;,0
2025-08-20 11:30:37,admin,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (31, 'CS101', 'A');",0
2025-08-20 11:30:38,teacher,192.168.1.10,SELECT * FROM students WHERE id=85;,0
2025-08-20 11:30:39,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (157, 'CS101', 'A');",0
2025-08-20 11:30:40,student,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (310, 'CS101', 'A');",0
2025-08-20 11:30:41,teacher,192.168.1.10,SELECT * FROM students WHERE id=237;,0
2025-08-20 11:30:42,student,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (253, 'CS101', 'A');",0
2025-08-20 11:30:43,admin,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=323;",0
2025-08-20 11:30:44,student,10.0.0.25,DELETE FROM temp_data WHERE record_id=469;,0
2025-08-20 11:30:45,student,10.0.0.25,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:30:46,student,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (362, 'CS101', 'A');",0
2025-08-20 11:30:47,admin,192.168.1.10,SELECT * FROM students WHERE id=498;,0
2025-08-20 11:30:48,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (279, 'CS101', 'A');",0
2025-08-20 11:30:49,teacher,192.168.1.5,DELETE FROM temp_data WHERE record_id=375;,0
2025-08-20 11:30:50,admin,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=415;,0
2025-08-20 11:30:51,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (134, 'CS101', 'A');",0
2025-08-20 11:30:52,teacher,10.0.0.25,"SELECT name, grade FROM grades WHERE student_id=256;",0
2025-08-20 11:30:53,student,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=61;,0
2025-08-20 11:30:54,teacher,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=196;,0
2025-08-20 11:30:55,teacher,10.0.0.25,DELETE FROM temp_data WHERE record_id=259;,0
2025-08-20 11:30:56,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (48, 'CS101', 'A');",0
2025-08-20 11:30:57,student,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=216;",0
2025-08-20 11:30:58,admin,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=103;,0
2025-08-20 11:30:59,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (339, 'CS101', 'A');",0
2025-08-20 11:31:00,teacher,192.168.1.5,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:31:01,teacher,192.168.1.10,SELECT * FROM students WHERE id=223;,0
2025-08-20 11:31:02,teacher,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=485;,0
2025-08-20 11:31:03,admin,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=289;,0
2025-08-20 11:31:04,admin,192.168.1.5,SELECT * FROM students WHERE id=452;,0
2025-08-20 11:31:05,teacher,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=486;,0
2025-08-20 11:31:06,student,10.0.0.25,SELECT * FROM secret_data;,1
2025-08-20 11:31:07,student,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=431;",0
2025-08-20 11:31:08,student,192.168.1.5,SELECT * FROM students WHERE id=218;,0
2025-08-20 11:31:09,teacher,10.0.0.25,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:31:10,student,10.0.0.25,"SELECT name, grade FROM grades WHERE student_id=442;",0
2025-08-20 11:31:11,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=368;,0
2025-08-20 11:31:12,admin,192.168.1.5,SELECT * FROM students WHERE id=231;,0
2025-08-20 11:31:13,student,10.0.0.25,DROP TABLE students;,1
2025-08-20 11:31:14,admin,192.168.1.10,DELETE FROM temp_data WHERE record_id=42;,0
2025-08-20 11:31:15,student,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=278;,0
2025-08-20 11:31:16,admin,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=357;,0
2025-08-20 11:31:17,student,10.0.0.25,SELECT * FROM secret_data;,1
2025-08-20 11:31:18,teacher,192.168.1.10,SELECT * FROM students WHERE id=476;,0
2025-08-20 11:31:19,admin,10.0.0.25,SELECT * FROM students WHERE id=414;,0
2025-08-20 11:31:20,admin,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=190;,0
2025-08-20 11:31:21,student,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=155;",0
2025-08-20 11:31:22,admin,192.168.1.5,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:31:23,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=449;,0
2025-08-20 11:31:24,teacher,192.168.1.5,SELECT * FROM students WHERE id=230;,0
2025-08-20 11:31:25,student,10.0.0.25,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:31:26,teacher,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (452, 'CS101', 'A');",0
2025-08-20 11:31:27,admin,192.168.1.5,SELECT * FROM students WHERE id=368;,0
2025-08-20 11:31:28,student,10.0.0.25,SELECT * FROM students WHERE id=390;,0
2025-08-20 11:31:29,teacher,10.0.0.25,DROP TABLE students;,1
2025-08-20 11:31:30,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (404, 'CS101', 'A');",0
2025-08-20 11:31:31,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (103, 'CS101', 'A');",0
2025-08-20 11:31:32,admin,10.0.0.25,DELETE FROM temp_data WHERE record_id=245;,0
2025-08-20 11:31:33,admin,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (249, 'CS101', 'A');",0
2025-08-20 11:31:34,teacher,192.168.1.10,DELETE FROM temp_data WHERE record_id=457;,0
2025-08-20 11:31:35,admin,192.168.1.10,SELECT * FROM students WHERE id=389;,0
2025-08-20 11:31:36,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=245;",0
2025-08-20 11:31:37,student,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (312, 'CS101', 'A');",0
2025-08-20 11:31:38,student,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (88, 'CS101', 'A');",0
2025-08-20 11:31:39,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (495, 'CS101', 'A');",0
2025-08-20 11:31:40,teacher,192.168.1.5,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:31:41,student,192.168.1.5,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:31:42,teacher,192.168.1.5,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:31:43,teacher,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=273;,0
2025-08-20 11:31:44,student,192.168.1.5,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:31:45,student,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:31:46,teacher,192.168.1.10,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:31:47,teacher,192.168.1.10,DELETE FROM temp_data WHERE record_id=103;,0
2025-08-20 11:31:48,admin,192.168.1.10,SELECT * FROM students WHERE id=280;,0
2025-08-20 11:31:49,teacher,192.168.1.10,DELETE FROM temp_data WHERE record_id=439;,0
2025-08-20 11:31:50,admin,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=151;",0
2025-08-20 11:31:51,teacher,192.168.1.10,DELETE FROM temp_data WHERE record_id=294;,0
2025-08-20 11:31:52,admin,10.0.0.25,SELECT * FROM students WHERE id=139;,0
2025-08-20 11:31:53,student,192.168.1.10,SELECT * FROM students WHERE id=352;,0
2025-08-20 11:31:54,teacher,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=311;",0
2025-08-20 11:31:55,admin,192.168.1.5,DELETE FROM temp_data WHERE record_id=115;,0
2025-08-20 11:31:56,student,192.168.1.10,SELECT * FROM students WHERE id=319;,0
2025-08-20 11:31:57,admin,10.0.0.25,"SELECT name, grade FROM grades WHERE student_id=443;",0
2025-08-20 11:31:58,admin,192.168.1.10,DELETE FROM temp_data WHERE record_id=2;,0
2025-08-20 11:31:59,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=268;",0
2025-08-20 11:32:00,admin,10.0.0.25,SELECT * FROM students WHERE id=202;,0
2025-08-20 11:32:01,student,192.168.1.10,DROP TABLE students;,1
2025-08-20 11:32:02,admin,192.168.1.5,DELETE FROM temp_data WHERE record_id=486;,0
2025-08-20 11:32:03,admin,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=83;",0
2025-08-20 11:32:04,student,10.0.0.25,SELECT * FROM students WHERE id=269;,0
2025-08-20 11:32:05,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (52, 'CS101', 'A');",0
2025-08-20 11:32:06,teacher,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (147, 'CS101', 'A');",0
2025-08-20 11:32:07,teacher,10.0.0.25,SELECT * FROM secret_data;,1
2025-08-20 11:32:08,student,192.168.1.10,SELECT * FROM students WHERE id=346;,0
2025-08-20 11:32:09,teacher,192.168.1.10,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:32:10,student,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (388, 'CS101', 'A');",0
2025-08-20 11:32:11,teacher,192.168.1.10,DELETE FROM temp_data WHERE record_id=38;,0
2025-08-20 11:32:12,teacher,192.168.1.5,DELETE FROM temp_data WHERE record_id=213;,0
2025-08-20 11:32:13,teacher,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=113;,0
2025-08-20 11:32:14,student,192.168.1.10,SELECT * FROM secret_data;,1
2025-08-20 11:32:15,student,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=272;,0
2025-08-20 11:32:16,teacher,10.0.0.25,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:32:17,admin,192.168.1.10,DELETE FROM temp_data WHERE record_id=67;,0
2025-08-20 11:32:18,admin,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=478;,0
2025-08-20 11:32:19,admin,192.168.1.10,DELETE FROM temp_data WHERE record_id=153;,0
2025-08-20 11:32:20,student,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=276;",0
2025-08-20 11:32:21,teacher,192.168.1.10,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:32:22,student,10.0.0.25,SELECT * FROM secret_data;,1
2025-08-20 11:32:23,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (241, 'CS101', 'A');",0
2025-08-20 11:32:24,student,192.168.1.10,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:32:25,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=264;",0
2025-08-20 11:32:26,admin,10.0.0.25,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:32:27,student,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (56, 'CS101', 'A');",0
2025-08-20 11:32:28,teacher,192.168.1.5,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:32:29,student,10.0.0.25,SELECT * FROM students WHERE id=3;,0
2025-08-20 11:32:30,teacher,192.168.1.10,DELETE FROM temp_data WHERE record_id=78;,0
2025-08-20 11:32:31,teacher,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=214;,0
2025-08-20 11:32:32,admin,10.0.0.25,DELETE FROM temp_data WHERE record_id=268;,0
2025-08-20 11:32:33,teacher,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=468;",0
2025-08-20 11:32:34,student,192.168.1.10,DELETE FROM temp_data WHERE record_id=225;,0
2025-08-20 11:32:35,admin,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=420;,0
2025-08-20 11:32:36,student,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (399, 'CS101', 'A');",0
2025-08-20 11:32:37,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (169, 'CS101', 'A');",0
2025-08-20 11:32:38,teacher,10.0.0.25,DELETE FROM temp_data WHERE record_id=203;,0
2025-08-20 11:32:39,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (186, 'CS101', 'A');",0
2025-08-20 11:32:40,teacher,10.0.0.25,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:32:41,teacher,10.0.0.25,DELETE FROM temp_data WHERE record_id=403;,0
2025-08-20 11:32:42,student,192.168.1.10,DELETE FROM temp_data WHERE record_id=310;,0
2025-08-20 11:32:43,admin,192.168.1.10,DELETE FROM temp_data WHERE record_id=12;,0
2025-08-20 11:32:44,admin,192.168.1.5,DROP TABLE students;,1
2025-08-20 11:32:45,student,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=112;,0
2025-08-20 11:32:46,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (311, 'CS101', 'A');",0
2025-08-20 11:32:47,teacher,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:32:48,teacher,10.0.0.25,SELECT * FROM students WHERE id=255;,0
2025-08-20 11:32:49,admin,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (207, 'CS101', 'A');",0
2025-08-20 11:32:50,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (419, 'CS101', 'A');",0
2025-08-20 11:32:51,teacher,192.168.1.5,SELECT * FROM students WHERE id=465;,0
2025-08-20 11:32:52,admin,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (326, 'CS101', 'A');",0
2025-08-20 11:32:53,teacher,192.168.1.5,SELECT * FROM students WHERE id=373;,0
2025-08-20 11:32:54,admin,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (230, 'CS101', 'A');",0
2025-08-20 11:32:55,teacher,10.0.0.25,"SELECT name, grade FROM grades WHERE student_id=455;",0
2025-08-20 11:32:56,student,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (477, 'CS101', 'A');",0
2025-08-20 11:32:57,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=483;",0
2025-08-20 11:32:58,admin,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:32:59,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=43;",0
2025-08-20 11:33:00,teacher,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:33:01,student,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (73, 'CS101', 'A');",0
2025-08-20 11:33:02,student,10.0.0.25,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:33:03,admin,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (209, 'CS101', 'A');",0
2025-08-20 11:33:04,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=499;,0
2025-08-20 11:33:05,admin,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (145, 'CS101', 'A');",0
2025-08-20 11:33:06,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=229;,0
2025-08-20 11:33:07,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (332, 'CS101', 'A');",0
2025-08-20 11:33:08,admin,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=88;",0
2025-08-20 11:33:09,student,192.168.1.5,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:33:10,student,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=371;,0
2025-08-20 11:33:11,student,192.168.1.5,DROP TABLE students;,1
2025-08-20 11:33:12,admin,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (222, 'CS101', 'A');",0
2025-08-20 11:33:13,admin,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (17, 'CS101', 'A');",0
2025-08-20 11:33:14,admin,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=416;,0
2025-08-20 11:33:15,student,192.168.1.10,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:33:16,teacher,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (368, 'CS101', 'A');",0
2025-08-20 11:33:17,admin,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=408;",0
2025-08-20 11:33:18,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=418;",0
2025-08-20 11:33:19,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=341;,0
2025-08-20 11:33:20,admin,10.0.0.25,SELECT * FROM students WHERE id=371;,0
2025-08-20 11:33:21,student,10.0.0.25,SELECT * FROM students WHERE id=98;,0
2025-08-20 11:33:22,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (414, 'CS101', 'A');",0
2025-08-20 11:33:23,teacher,10.0.0.25,"INSERT INTO grades (student_id, course, grade) VALUES (463, 'CS101', 'A');",0
2025-08-20 11:33:24,admin,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=483;",0
2025-08-20 11:33:25,student,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:33:26,student,192.168.1.5,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:33:27,student,10.0.0.25,DELETE FROM temp_data WHERE record_id=48;,0
2025-08-20 11:33:28,teacher,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=14;,0
2025-08-20 11:33:29,teacher,192.168.1.5,"SELECT * FROM students UNION SELECT card_number, ssn FROM payments;",1
2025-08-20 11:33:30,student,192.168.1.5,DELETE FROM temp_data WHERE record_id=452;,0
2025-08-20 11:33:31,admin,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (124, 'CS101', 'A');",0
2025-08-20 11:33:32,teacher,192.168.1.5,DELETE FROM temp_data WHERE record_id=100;,0
2025-08-20 11:33:33,student,10.0.0.25,DELETE FROM temp_data WHERE record_id=361;,0
2025-08-20 11:33:34,teacher,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=197;,0
2025-08-20 11:33:35,admin,10.0.0.25,DELETE FROM temp_data WHERE record_id=388;,0
2025-08-20 11:33:36,student,192.168.1.5,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:33:37,teacher,10.0.0.25,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:33:38,student,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (224, 'CS101', 'A');",0
2025-08-20 11:33:39,admin,10.0.0.25,DELETE FROM temp_data WHERE record_id=359;,0
2025-08-20 11:33:40,student,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=289;,0
2025-08-20 11:33:41,teacher,192.168.1.5,SELECT * FROM students WHERE id=471;,0
2025-08-20 11:33:42,teacher,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (119, 'CS101', 'A');",0
2025-08-20 11:33:43,admin,192.168.1.5,"INSERT INTO grades (student_id, course, grade) VALUES (406, 'CS101', 'A');",0
2025-08-20 11:33:44,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=11;,0
2025-08-20 11:33:45,student,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=44;",0
2025-08-20 11:33:46,admin,192.168.1.5,SELECT * FROM students WHERE id=368;,0
2025-08-20 11:33:47,student,192.168.1.10,SELECT * FROM students WHERE id=321;,0
2025-08-20 11:33:48,student,192.168.1.10,SELECT * FROM secret_data;,1
2025-08-20 11:33:49,admin,192.168.1.5,DELETE FROM temp_data WHERE record_id=133;,0
2025-08-20 11:33:50,teacher,192.168.1.10,"SELECT name, grade FROM grades WHERE student_id=99;",0
2025-08-20 11:33:51,teacher,10.0.0.25,"SELECT name, grade FROM grades WHERE student_id=97;",0
2025-08-20 11:33:52,admin,10.0.0.25,DELETE FROM temp_data WHERE record_id=266;,0
2025-08-20 11:33:53,admin,10.0.0.25,UPDATE users SET password='hacked' WHERE username='admin';,1
2025-08-20 11:33:54,student,192.168.1.5,SELECT * FROM students WHERE id=68;,0
2025-08-20 11:33:55,teacher,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=162;,0
2025-08-20 11:33:56,student,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=434;,0
2025-08-20 11:33:57,admin,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:33:58,admin,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=315;,0
2025-08-20 11:33:59,student,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=363;,0
2025-08-20 11:34:00,teacher,192.168.1.5,SELECT * FROM secret_data;,1
2025-08-20 11:34:01,teacher,192.168.1.10,SELECT * FROM users WHERE username='admin' OR '1'='1';,1
2025-08-20 11:34:02,teacher,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=153;,0
2025-08-20 11:34:03,student,192.168.1.5,SELECT * FROM students WHERE id=487;,0
2025-08-20 11:34:04,student,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=183;,0
2025-08-20 11:34:05,teacher,192.168.1.5,SELECT * FROM students WHERE id=370;,0
2025-08-20 11:34:06,admin,192.168.1.10,"INSERT INTO grades (student_id, course, grade) VALUES (370, 'CS101', 'A');",0
2025-08-20 11:34:07,teacher,192.168.1.5,DELETE FROM temp_data WHERE record_id=430;,0
2025-08-20 11:34:08,student,10.0.0.25,SELECT * FROM students WHERE id=56;,0
2025-08-20 11:34:09,student,10.0.0.25,UPDATE courses SET seats = seats - 1 WHERE course_id=48;,0
2025-08-20 11:34:10,admin,192.168.1.10,SELECT * FROM students WHERE id=26;,0
2025-08-20 11:34:11,admin,192.168.1.5,UPDATE courses SET seats = seats - 1 WHERE course_id=149;,0
2025-08-20 11:34:12,teacher,192.168.1.5,"SELECT name, grade FROM grades WHERE student_id=306;",0
2025-08-20 11:34:13,student,192.168.1.10,UPDATE courses SET seats = seats - 1 WHERE course_id=201;,0
2025-08-20 11:34:14,teacher,192.168.1.5,DELETE FROM temp_data WHERE record_id=279;,0
2025-08-20 11:34:15,student,192.168.1.10,DELETE FROM temp_data WHERE record_id=377;,0
